Unique ID,Description,Category,Amount,Date,Account,Third Party
1676311868062205,Randomly generated expenses for Education,Education,42,2020-03-29,Chase Freedom Flex,
1676311868062211,Randomly generated expenses for Food and Dining,Food and Dining,27,2020-03-30,Chase Freedom Flex,
1676311868062218,Randomly generated expenses for Utilities,Utilities,14,2020-03-31,Chase Freedom Flex,
1676311868062225,Randomly generated expenses for Business Services,Business Services,32,2020-04-01,Amex Blue Cash Preferred,
1676311868062231,Randomly generated expenses for Shopping,Shopping,25,2020-04-02,Schwab Investor Card,
1676311868062238,Randomly generated expenses for Education,Education,4,2020-04-03,Chase Freedom Flex,
1676311868062245,Randomly generated expenses for Food and Dining,Food and Dining,48,2020-04-04,Discover It,
1676311868062251,Randomly generated expenses for Pet,Pet,49,2020-04-05,Discover It,
1676311868062258,Randomly generated expenses for Clothing,Clothing,7,2020-04-06,Chase Freedom Flex,
1676311868062265,Randomly generated expenses for Business Services,Business Services,8,2020-04-07,Capital One Savor,
1676311868062271,Randomly generated expenses for Business Services,Business Services,13,2020-04-08,Chase Freedom Flex,
1676311868062281,Randomly generated expenses for Shopping,Shopping,44,2020-04-09,Chase Freedom Flex,
1676311868062287,Randomly generated expenses for Health and Fitness,Health and Fitness,35,2020-04-10,Chase Freedom Flex,
1676311868062294,Randomly generated expenses for Education,Education,20,2020-04-11,Chase Freedom Flex,
1676311868062301,Randomly generated expenses for Food and Dining,Food and Dining,23,2020-04-12,Chase Freedom Flex,Justine
1676311868062307,Randomly generated expenses for Utilities,Utilities,14,2020-04-12,Discover It,
1676311868062314,Randomly generated expenses for Personal Care,Personal Care,48,2020-04-13,Amex Blue Cash Preferred,
1676311868062321,Randomly generated expenses for Utilities,Utilities,15,2020-04-14,Chase Freedom Flex,
1676311868062327,Randomly generated expenses for Gift,Gift,45,2020-04-15,Discover It,
1676311868062334,Randomly generated expenses for Food and Dining,Food and Dining,3,2020-04-16,Amex Blue Cash Preferred,
1676311868062339,Randomly generated expenses for Kids,Kids,44,2020-04-16,Chase Freedom Flex,
1676311868062346,Randomly generated expenses for Shopping,Shopping,43,2020-04-17,Chase Freedom Flex,Sophia
1676311868062353,Randomly generated expenses for Food and Dining,Food and Dining,40,2020-04-18,Discover It,
1676311868062359,Randomly generated expenses for Financial,Financial,22,2020-04-19,Discover It,
1676311868062367,Randomly generated expenses for Shopping,Shopping,42,2020-04-19,Chase Freedom Flex,Justine
1676311868062374,Randomly generated expenses for Book,Book,13,2020-04-20,Chase Freedom Flex,
1676311868062381,Randomly generated expenses for Personal Care,Personal Care,31,2020-04-21,Amex Blue Cash Preferred,Sophia
1676311868062387,Randomly generated expenses for Food and Dining,Food and Dining,19,2020-04-22,Amex Blue Cash Preferred,
1676311868062394,Randomly generated expenses for Personal Care,Personal Care,48,2020-04-23,Chase Freedom Flex,
1676311868062401,Randomly generated expenses for Utilities,Utilities,6,2020-04-24,Chase Freedom Flex,
1676311868062407,Randomly generated expenses for Transportation,Transportation,18,2020-04-25,Discover It,
1676311868062414,Randomly generated expenses for Food and Dining,Food and Dining,8,2020-04-26,Capital One Savor,
1676311868062419,Randomly generated expenses for Personal Care,Personal Care,29,2020-04-26,Capital One Savor,
1676311868062426,Randomly generated expenses for Clothing,Clothing,2,2020-04-27,Discover It,
1676311868062433,Randomly generated expenses for Kids,Kids,26,2020-04-28,Discover It,Cara
1676311868062439,Randomly generated expenses for Utilities,Utilities,26,2020-04-29,Schwab Investor Card,
1676311868062446,Randomly generated expenses for Misc Expenses,Misc Expenses,18,2020-04-30,Chase Freedom Flex,
1676311868062453,Randomly generated expenses for Entertainment,Entertainment,19,2020-05-01,Chase Freedom Flex,
1676311868062459,Randomly generated expenses for Clothing,Clothing,21,2020-05-02,Capital One Savor,
1676311868062466,Randomly generated expenses for Gift,Gift,49,2020-05-03,Amex Blue Cash Preferred,
1676311868062473,Randomly generated expenses for Food and Dining,Food and Dining,25,2020-05-04,Chase Freedom Flex,
1676311868062479,Randomly generated expenses for Taxes,Taxes,10,2020-05-05,Discover It,
1676311868062486,Randomly generated expenses for Uncategorized,Uncategorized,39,2020-05-06,Discover It,
1676311868062493,Randomly generated expenses for Shopping,Shopping,7,2020-05-07,Discover It,
1676311868062499,Randomly generated expenses for Health and Fitness,Health and Fitness,1,2020-05-08,Chase Freedom Flex,Sophia
1676311868062506,Randomly generated expenses for Pet,Pet,34,2020-05-09,Chase Freedom Flex,
1676311868062511,Randomly generated expenses for Food and Dining,Food and Dining,7,2020-05-09,Chase Freedom Flex,
1676311868062518,Randomly generated expenses for Clothing,Clothing,37,2020-05-10,Capital One Savor,
1676311868062525,Randomly generated expenses for Fees and Chargers,Fees and Chargers,28,2020-05-11,Chase Freedom Flex,
1676311868062531,Randomly generated expenses for Entertainment,Entertainment,17,2020-05-12,Chase Freedom Flex,
1676311868062538,Randomly generated expenses for Utilities,Utilities,1,2020-05-13,Capital One Savor,
1676311868062545,Randomly generated expenses for Book,Book,34,2020-05-14,Chase Freedom Flex,
1676311868062551,Randomly generated expenses for Uncategorized,Uncategorized,34,2020-05-15,Chase Freedom Flex,
1676311868062558,Randomly generated expenses for Uncategorized,Uncategorized,40,2020-05-16,Discover It,
1676311868062563,Randomly generated expenses for Utilities,Utilities,1,2020-05-16,Discover It,
1676311868062570,Randomly generated expenses for Health and Fitness,Health and Fitness,27,2020-05-17,Chase Freedom Flex,
1676311868062577,Randomly generated expenses for Entertainment,Entertainment,7,2020-05-18,Discover It,Sophia
1676311868062583,Randomly generated expenses for Shopping,Shopping,15,2020-05-19,Amex Blue Cash Preferred,
1676311868062589,Randomly generated expenses for Home,Home,30,2020-05-19,Chase Freedom Flex,
1676311868062595,Randomly generated expenses for Entertainment,Entertainment,6,2020-05-20,Amex Blue Cash Preferred,Justine
1676311868062602,Randomly generated expenses for Home,Home,17,2020-05-21,Amex Blue Cash Preferred,
1676311868062607,Randomly generated expenses for Kids,Kids,26,2020-05-21,Discover It,
1676311868062614,Randomly generated expenses for Education,Education,17,2020-05-22,Chase Freedom Flex,
1676311868062621,Randomly generated expenses for Business Services,Business Services,26,2020-05-23,Chase Freedom Flex,
1676311868062627,Randomly generated expenses for Kids,Kids,43,2020-05-24,Chase Freedom Flex,
1676311868062634,Randomly generated expenses for Pet,Pet,46,2020-05-25,Capital One Savor,
1676311868062641,Randomly generated expenses for Shopping,Shopping,22,2020-05-26,Amex Blue Cash Preferred,
1676311868062647,Randomly generated expenses for Taxes,Taxes,10,2020-05-27,Chase Freedom Flex,
1676311868062654,Randomly generated expenses for Uncategorized,Uncategorized,21,2020-05-28,Discover It,
1676311868062661,Randomly generated expenses for Pet,Pet,48,2020-05-29,Discover It,
1676311868062667,Randomly generated expenses for Clothing,Clothing,35,2020-05-30,Schwab Investor Card,
1676311868062674,Randomly generated expenses for Kids,Kids,49,2020-05-31,Amex Blue Cash Preferred,
1676311868062681,Randomly generated expenses for Shopping,Shopping,44,2020-06-01,Capital One Savor,
1676311868062686,Randomly generated expenses for Food and Dining,Food and Dining,41,2020-06-01,Discover It,
1676311868062693,Randomly generated expenses for Financial,Financial,10,2020-06-02,Amex Blue Cash Preferred,
1676311868062699,Randomly generated expenses for Education,Education,50,2020-06-03,Discover It,
1676311868062706,Randomly generated expenses for Clothing,Clothing,41,2020-06-04,Chase Freedom Flex,
1676311868062713,Randomly generated expenses for Clothing,Clothing,29,2020-06-05,Capital One Savor,
1676311868062719,Randomly generated expenses for Education,Education,5,2020-06-05,Chase Freedom Flex,
1676311868062725,Randomly generated expenses for Transportation,Transportation,19,2020-06-05,Chase Freedom Flex,
1676311868062731,Randomly generated expenses for Education,Education,17,2020-06-06,Chase Freedom Flex,
1676311868062737,Randomly generated expenses for Utilities,Utilities,7,2020-06-06,Discover It,
1676311868062742,Randomly generated expenses for Kids,Kids,45,2020-06-06,Chase Freedom Flex,
1676311868062749,Randomly generated expenses for Kids,Kids,7,2020-06-07,Chase Freedom Flex,
1676311868062754,Randomly generated expenses for Personal Care,Personal Care,32,2020-06-07,Chase Freedom Flex,Sophia
1676311868062761,Randomly generated expenses for Food and Dining,Food and Dining,23,2020-06-08,Amex Blue Cash Preferred,
1676311868062767,Randomly generated expenses for Kids,Kids,5,2020-06-09,Chase Freedom Flex,
1676311868062774,Randomly generated expenses for Kids,Kids,41,2020-06-10,Capital One Savor,
1676311868062781,Randomly generated expenses for Kids,Kids,48,2020-06-11,Amex Blue Cash Preferred,
1676311868062787,Randomly generated expenses for Food and Dining,Food and Dining,8,2020-06-12,Chase Freedom Flex,
1676311868062794,Randomly generated expenses for Misc Expenses,Misc Expenses,39,2020-06-13,Discover It,
1676311868062799,Randomly generated expenses for Clothing,Clothing,13,2020-06-13,Capital One Savor,
1676311868062806,Randomly generated expenses for Kids,Kids,17,2020-06-14,Capital One Savor,
1676311868062813,Randomly generated expenses for Home,Home,20,2020-06-15,Chase Freedom Flex,
1676311868062819,Randomly generated expenses for Transportation,Transportation,36,2020-06-16,Discover It,
1676311868062826,Randomly generated expenses for Pet,Pet,48,2020-06-17,Discover It,Cara
1676311868062833,Randomly generated expenses for Food and Dining,Food and Dining,20,2020-06-18,Amex Blue Cash Preferred,
1676311868062839,Randomly generated expenses for Kids,Kids,33,2020-06-19,Chase Freedom Flex,
1676311868062846,Randomly generated expenses for Uncategorized,Uncategorized,8,2020-06-20,Schwab Investor Card,
1676311868062853,Randomly generated expenses for Kids,Kids,35,2020-06-21,Chase Freedom Flex,
1676311868062859,Randomly generated expenses for Entertainment,Entertainment,16,2020-06-22,Chase Freedom Flex,
1676311868062866,Randomly generated expenses for Food and Dining,Food and Dining,25,2020-06-23,Amex Blue Cash Preferred,Sophia
1676311868062873,Randomly generated expenses for Pet,Pet,2,2020-06-24,Capital One Savor,Ronald
1676311868062879,Randomly generated expenses for Entertainment,Entertainment,4,2020-06-25,Capital One Savor,
1676311868062886,Randomly generated expenses for Book,Book,50,2020-06-26,Amex Blue Cash Preferred,
1676311868062893,Randomly generated expenses for Clothing,Clothing,10,2020-06-27,Amex Blue Cash Preferred,
1676311868062899,Randomly generated expenses for Taxes,Taxes,16,2020-06-28,Amex Blue Cash Preferred,
1676311868062906,Randomly generated expenses for Utilities,Utilities,24,2020-06-29,Chase Freedom Flex,
1676311868062913,Randomly generated expenses for Clothing,Clothing,33,2020-06-30,Capital One Savor,Ronald
1676311868062919,Randomly generated expenses for Food and Dining,Food and Dining,5,2020-07-01,Discover It,Ronald
1676311868062926,Randomly generated expenses for Food and Dining,Food and Dining,39,2020-07-02,Discover It,
1676311868062933,Randomly generated expenses for Utilities,Utilities,38,2020-07-03,Discover It,
1676311868062939,Randomly generated expenses for Health and Fitness,Health and Fitness,12,2020-07-04,Discover It,
1676311868062946,Randomly generated expenses for Shopping,Shopping,12,2020-07-05,Schwab Investor Card,
1676311868062953,Randomly generated expenses for Home,Home,13,2020-07-06,Discover It,
1676311868062959,Randomly generated expenses for Health and Fitness,Health and Fitness,6,2020-07-07,Capital One Savor,
1676311868062966,Randomly generated expenses for Food and Dining,Food and Dining,9,2020-07-08,Capital One Savor,Ronald
1676311868062974,Randomly generated expenses for Book,Book,41,2020-07-09,Amex Blue Cash Preferred,
1676311868062981,Randomly generated expenses for Uncategorized,Uncategorized,33,2020-07-10,Chase Freedom Flex,Ronald
1676311868062987,Randomly generated expenses for Financial,Financial,42,2020-07-10,Capital One Savor,
1676311868062994,Randomly generated expenses for Personal Care,Personal Care,5,2020-07-11,Discover It,
1676311868062999,Randomly generated expenses for Kids,Kids,43,2020-07-11,Schwab Investor Card,
1676311868063006,Randomly generated expenses for Shopping,Shopping,23,2020-07-12,Capital One Savor,
1676311868063013,Randomly generated expenses for Utilities,Utilities,10,2020-07-13,Chase Freedom Flex,
1676311868063018,Randomly generated expenses for Pet,Pet,49,2020-07-13,Chase Freedom Flex,
1676311868063023,Randomly generated expenses for Taxes,Taxes,37,2020-07-13,Chase Freedom Flex,
1676311868063030,Randomly generated expenses for Clothing,Clothing,43,2020-07-14,Chase Freedom Flex,
1676311868063037,Randomly generated expenses for Entertainment,Entertainment,13,2020-07-15,Discover It,
1676311868063043,Randomly generated expenses for Book,Book,33,2020-07-16,Chase Freedom Flex,
1676311868063050,Randomly generated expenses for Food and Dining,Food and Dining,50,2020-07-17,Discover It,
1676311868063057,Randomly generated expenses for Personal Care,Personal Care,42,2020-07-18,Chase Freedom Flex,
1676311868063063,Randomly generated expenses for Food and Dining,Food and Dining,37,2020-07-19,Chase Freedom Flex,
1676311868063070,Randomly generated expenses for Utilities,Utilities,5,2020-07-20,Chase Freedom Flex,
1676311868063077,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,31,2020-07-21,Chase Freedom Flex,
1676311868063083,Randomly generated expenses for Health and Fitness,Health and Fitness,18,2020-07-22,Chase Freedom Flex,
1676311868063090,Randomly generated expenses for Kids,Kids,39,2020-07-23,Discover It,
1676311868063097,Randomly generated expenses for Education,Education,48,2020-07-24,Chase Freedom Flex,
1676311868063103,Randomly generated expenses for Utilities,Utilities,1,2020-07-25,Schwab Investor Card,
1676311868063110,Randomly generated expenses for Utilities,Utilities,5,2020-07-26,Chase Freedom Flex,
1676311868063117,Randomly generated expenses for Pet,Pet,36,2020-07-27,Chase Freedom Flex,Ronald
1676311868063123,Randomly generated expenses for Education,Education,27,2020-07-28,Amex Blue Cash Preferred,
1676311868063130,Randomly generated expenses for Utilities,Utilities,44,2020-07-29,Chase Freedom Flex,
1676311868063137,Randomly generated expenses for Entertainment,Entertainment,8,2020-07-30,Discover It,
1676311868063142,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,5,2020-07-30,Chase Freedom Flex,
1676311868063147,Randomly generated expenses for Uncategorized,Uncategorized,17,2020-07-30,Amex Blue Cash Preferred,
1676311868063154,Randomly generated expenses for Clothing,Clothing,2,2020-07-31,Discover It,Justine
1676311868063161,Randomly generated expenses for Food and Dining,Food and Dining,1,2020-08-01,Capital One Savor,
1676311868063167,Randomly generated expenses for Pet,Pet,29,2020-08-02,Capital One Savor,
1676311868063174,Randomly generated expenses for Shopping,Shopping,40,2020-08-03,Chase Freedom Flex,
1676311868063181,Randomly generated expenses for Clothing,Clothing,18,2020-08-04,Chase Freedom Flex,
1676311868063187,Randomly generated expenses for Utilities,Utilities,31,2020-08-05,Capital One Savor,
1676311868063194,Randomly generated expenses for Misc Expenses,Misc Expenses,50,2020-08-06,Capital One Savor,
1676311868063201,Randomly generated expenses for Clothing,Clothing,33,2020-08-07,Amex Blue Cash Preferred,
1676311868063207,Randomly generated expenses for Health and Fitness,Health and Fitness,34,2020-08-08,Amex Blue Cash Preferred,Sophia
1676311868063214,Randomly generated expenses for Education,Education,14,2020-08-09,Capital One Savor,Justine
1676311868063219,Randomly generated expenses for Education,Education,41,2020-08-09,Discover It,
1676311868063225,Randomly generated expenses for Food and Dining,Food and Dining,10,2020-08-09,Discover It,
1676311868063231,Randomly generated expenses for Home,Home,22,2020-08-10,Amex Blue Cash Preferred,
1676311868063238,Randomly generated expenses for Shopping,Shopping,17,2020-08-11,Chase Freedom Flex,
1676311868063243,Randomly generated expenses for Food and Dining,Food and Dining,38,2020-08-11,Chase Freedom Flex,
1676311868063250,Randomly generated expenses for Utilities,Utilities,25,2020-08-12,Amex Blue Cash Preferred,
1676311868063257,Randomly generated expenses for Clothing,Clothing,27,2020-08-13,Discover It,
1676311868063263,Randomly generated expenses for Clothing,Clothing,24,2020-08-14,Amex Blue Cash Preferred,
1676311868063270,Randomly generated expenses for Home,Home,30,2020-08-15,Amex Blue Cash Preferred,Ronald
1676311868063277,Randomly generated expenses for Utilities,Utilities,11,2020-08-16,Capital One Savor,
1676311868063283,Randomly generated expenses for Kids,Kids,22,2020-08-17,Discover It,
1676311868063290,Randomly generated expenses for Shopping,Shopping,7,2020-08-18,Discover It,Justine
1676311868063297,Randomly generated expenses for Home,Home,43,2020-08-19,Chase Freedom Flex,Ronald
1676311868063303,Randomly generated expenses for Kids,Kids,24,2020-08-20,Chase Freedom Flex,
1676311868063310,Randomly generated expenses for Pet,Pet,50,2020-08-21,Capital One Savor,
1676311868063317,Randomly generated expenses for Utilities,Utilities,34,2020-08-22,Chase Freedom Flex,
1676311868063323,Randomly generated expenses for Home,Home,27,2020-08-23,Discover It,
1676311868063330,Randomly generated expenses for Education,Education,31,2020-08-24,Chase Freedom Flex,
1676311868063337,Randomly generated expenses for Health and Fitness,Health and Fitness,37,2020-08-25,Amex Blue Cash Preferred,
1676311868063343,Randomly generated expenses for Utilities,Utilities,30,2020-08-26,Capital One Savor,
1676311868063350,Randomly generated expenses for Food and Dining,Food and Dining,47,2020-08-27,Chase Freedom Flex,
1676311868063357,Randomly generated expenses for Food and Dining,Food and Dining,40,2020-08-28,Amex Blue Cash Preferred,Ronald
1676311868063363,Randomly generated expenses for Food and Dining,Food and Dining,5,2020-08-29,Amex Blue Cash Preferred,
1676311868063370,Randomly generated expenses for Kids,Kids,12,2020-08-30,Discover It,
1676311868063377,Randomly generated expenses for Clothing,Clothing,40,2020-08-31,Amex Blue Cash Preferred,
1676311868063382,Randomly generated expenses for Health and Fitness,Health and Fitness,23,2020-08-31,Chase Freedom Flex,
1676311868063387,Randomly generated expenses for Shopping,Shopping,16,2020-08-31,Discover It,
1676311868063394,Randomly generated expenses for Home,Home,7,2020-09-01,Schwab Investor Card,
1676311868063399,Randomly generated expenses for Education,Education,35,2020-09-01,Amex Blue Cash Preferred,
1676311868063406,Randomly generated expenses for Pet,Pet,45,2020-09-02,Chase Freedom Flex,
1676311868063413,Randomly generated expenses for Utilities,Utilities,4,2020-09-03,Amex Blue Cash Preferred,
1676311868063419,Randomly generated expenses for Education,Education,26,2020-09-04,Chase Freedom Flex,Ronald
1676311868063426,Randomly generated expenses for Kids,Kids,2,2020-09-05,Capital One Savor,
1676311868063433,Randomly generated expenses for Kids,Kids,15,2020-09-06,Amex Blue Cash Preferred,
1676311868063439,Randomly generated expenses for Kids,Kids,4,2020-09-07,Amex Blue Cash Preferred,
1676311868063445,Randomly generated expenses for Food and Dining,Food and Dining,7,2020-09-07,Schwab Investor Card,
1676311868063451,Randomly generated expenses for Education,Education,26,2020-09-08,Capital One Savor,
1676311868063458,Randomly generated expenses for Health and Fitness,Health and Fitness,23,2020-09-09,Chase Freedom Flex,
1676311868063465,Randomly generated expenses for Food and Dining,Food and Dining,38,2020-09-10,Capital One Savor,
1676311868063471,Randomly generated expenses for Transportation,Transportation,3,2020-09-11,Chase Freedom Flex,
1676311868063478,Randomly generated expenses for Shopping,Shopping,12,2020-09-12,Chase Freedom Flex,
1676311868063485,Randomly generated expenses for Pet,Pet,27,2020-09-13,Schwab Investor Card,
1676311868063491,Randomly generated expenses for Food and Dining,Food and Dining,29,2020-09-14,Chase Freedom Flex,
1676311868063497,Randomly generated expenses for Home,Home,7,2020-09-14,Capital One Savor,
1676311868063503,Randomly generated expenses for Education,Education,40,2020-09-15,Chase Freedom Flex,
1676311868063509,Randomly generated expenses for Food and Dining,Food and Dining,32,2020-09-15,Chase Freedom Flex,
1676311868063515,Randomly generated expenses for Clothing,Clothing,13,2020-09-16,Amex Blue Cash Preferred,
1676311868063522,Randomly generated expenses for Shopping,Shopping,11,2020-09-17,Amex Blue Cash Preferred,Justine
1676311868063530,Randomly generated expenses for Clothing,Clothing,48,2020-09-18,Schwab Investor Card,
1676311868063537,Randomly generated expenses for Kids,Kids,20,2020-09-19,Schwab Investor Card,
1676311868063543,Randomly generated expenses for Utilities,Utilities,16,2020-09-20,Chase Freedom Flex,
1676311868063550,Randomly generated expenses for Shopping,Shopping,36,2020-09-21,Capital One Savor,
1676311868063557,Randomly generated expenses for Shopping,Shopping,38,2020-09-22,Chase Freedom Flex,
1676311868063563,Randomly generated expenses for Personal Care,Personal Care,22,2020-09-23,Capital One Savor,
1676311868063570,Randomly generated expenses for Food and Dining,Food and Dining,3,2020-09-24,Discover It,
1676311868063577,Randomly generated expenses for Health and Fitness,Health and Fitness,32,2020-09-25,Chase Freedom Flex,
1676311868063583,Randomly generated expenses for Shopping,Shopping,24,2020-09-26,Amex Blue Cash Preferred,
1676311868063589,Randomly generated expenses for Business Services,Business Services,23,2020-09-26,Discover It,
1676311868063594,Randomly generated expenses for Kids,Kids,4,2020-09-26,Chase Freedom Flex,
1676311868063601,Randomly generated expenses for Shopping,Shopping,20,2020-09-27,Amex Blue Cash Preferred,
1676311868063607,Randomly generated expenses for Personal Care,Personal Care,46,2020-09-28,Chase Freedom Flex,
1676311868063637,Randomly generated expenses for Education,Education,20,2020-09-29,Chase Freedom Flex,
1676311868063645,Randomly generated expenses for Clothing,Clothing,41,2020-09-30,Capital One Savor,
1676311868063651,Randomly generated expenses for Pet,Pet,6,2020-10-01,Chase Freedom Flex,
1676311868063658,Randomly generated expenses for Shopping,Shopping,24,2020-10-02,Amex Blue Cash Preferred,
1676311868063665,Randomly generated expenses for Utilities,Utilities,5,2020-10-03,Chase Freedom Flex,
1676311868063671,Randomly generated expenses for Food and Dining,Food and Dining,12,2020-10-04,Chase Freedom Flex,
1676311868063678,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,38,2020-10-05,Amex Blue Cash Preferred,Ronald
1676311868063683,Randomly generated expenses for Food and Dining,Food and Dining,3,2020-10-05,Capital One Savor,
1676311868063690,Randomly generated expenses for Shopping,Shopping,35,2020-10-06,Chase Freedom Flex,
1676311868063697,Randomly generated expenses for Food and Dining,Food and Dining,42,2020-10-07,Discover It,
1676311868063702,Randomly generated expenses for Home,Home,44,2020-10-07,Chase Freedom Flex,
1676311868063709,Randomly generated expenses for Book,Book,1,2020-10-08,Amex Blue Cash Preferred,
1676311868063717,Randomly generated expenses for Pet,Pet,49,2020-10-09,Chase Freedom Flex,
1676311868063723,Randomly generated expenses for Food and Dining,Food and Dining,14,2020-10-10,Discover It,
1676311868063730,Randomly generated expenses for Gift,Gift,20,2020-10-11,Discover It,
1676311868063737,Randomly generated expenses for Shopping,Shopping,49,2020-10-12,Schwab Investor Card,Justine
1676311868063743,Randomly generated expenses for Clothing,Clothing,40,2020-10-13,Amex Blue Cash Preferred,
1676311868063750,Randomly generated expenses for Utilities,Utilities,46,2020-10-14,Chase Freedom Flex,
1676311868063757,Randomly generated expenses for Uncategorized,Uncategorized,7,2020-10-15,Chase Freedom Flex,
1676311868063762,Randomly generated expenses for Kids,Kids,19,2020-10-15,Chase Freedom Flex,
1676311868063767,Randomly generated expenses for Personal Care,Personal Care,29,2020-10-15,Chase Freedom Flex,
1676311868063774,Randomly generated expenses for Food and Dining,Food and Dining,18,2020-10-16,Schwab Investor Card,
1676311868063781,Randomly generated expenses for Misc Expenses,Misc Expenses,18,2020-10-17,Capital One Savor,
1676311868063787,Randomly generated expenses for Business Services,Business Services,27,2020-10-18,Discover It,Cara
1676311868063794,Randomly generated expenses for Clothing,Clothing,32,2020-10-19,Amex Blue Cash Preferred,
1676311868063799,Randomly generated expenses for Personal Care,Personal Care,2,2020-10-19,Chase Freedom Flex,Justine
1676311868063806,Randomly generated expenses for Shopping,Shopping,10,2020-10-19,Capital One Savor,
1676311868063813,Randomly generated expenses for Food and Dining,Food and Dining,25,2020-10-20,Discover It,
1676311868063820,Randomly generated expenses for Kids,Kids,29,2020-10-21,Chase Freedom Flex,
1676311868063826,Randomly generated expenses for Clothing,Clothing,29,2020-10-22,Discover It,
1676311868063832,Randomly generated expenses for Food and Dining,Food and Dining,49,2020-10-23,Chase Freedom Flex,Ronald
1676311868063838,Randomly generated expenses for Education,Education,3,2020-10-24,Discover It,
1676311868063845,Randomly generated expenses for Entertainment,Entertainment,35,2020-10-25,Chase Freedom Flex,
1676311868063851,Randomly generated expenses for Clothing,Clothing,1,2020-10-26,Capital One Savor,
1676311868063857,Randomly generated expenses for Misc Expenses,Misc Expenses,49,2020-10-26,Amex Blue Cash Preferred,
1676311868063864,Randomly generated expenses for Kids,Kids,6,2020-10-27,Chase Freedom Flex,
1676311868063870,Randomly generated expenses for Home,Home,16,2020-10-28,Chase Freedom Flex,
1676311868063877,Randomly generated expenses for Kids,Kids,7,2020-10-29,Chase Freedom Flex,
1676311868063883,Randomly generated expenses for Utilities,Utilities,24,2020-10-30,Capital One Savor,
1676311868063890,Randomly generated expenses for Taxes,Taxes,15,2020-10-31,Amex Blue Cash Preferred,
1676311868063897,Randomly generated expenses for Food and Dining,Food and Dining,40,2020-11-01,Chase Freedom Flex,
1676311868063903,Randomly generated expenses for Education,Education,11,2020-11-02,Schwab Investor Card,
1676311868063910,Randomly generated expenses for Book,Book,40,2020-11-03,Amex Blue Cash Preferred,
1676311868063915,Randomly generated expenses for Clothing,Clothing,4,2020-11-04,Chase Freedom Flex,
1676311868063922,Randomly generated expenses for Book,Book,11,2020-11-05,Chase Freedom Flex,
1676311868063927,Randomly generated expenses for Book,Book,28,2020-11-05,Amex Blue Cash Preferred,Ronald
1676311868063934,Randomly generated expenses for Entertainment,Entertainment,40,2020-11-06,Amex Blue Cash Preferred,
1676311868063939,Randomly generated expenses for Business Services,Business Services,5,2020-11-06,Chase Freedom Flex,Justine
1676311868063946,Randomly generated expenses for Financial,Financial,6,2020-11-07,Capital One Savor,
1676311868063953,Randomly generated expenses for Health and Fitness,Health and Fitness,3,2020-11-08,Chase Freedom Flex,
1676311868063959,Randomly generated expenses for Home,Home,48,2020-11-09,Capital One Savor,
1676311868063966,Randomly generated expenses for Business Services,Business Services,11,2020-11-10,Chase Freedom Flex,
1676311868063973,Randomly generated expenses for Book,Book,16,2020-11-11,Amex Blue Cash Preferred,
1676311868063979,Randomly generated expenses for Home,Home,9,2020-11-12,Chase Freedom Flex,
1676311868063986,Randomly generated expenses for Food and Dining,Food and Dining,2,2020-11-13,Schwab Investor Card,
1676311868063993,Randomly generated expenses for Taxes,Taxes,36,2020-11-14,Chase Freedom Flex,
1676311868063999,Randomly generated expenses for Home,Home,5,2020-11-15,Chase Freedom Flex,
1676311868064006,Randomly generated expenses for Financial,Financial,37,2020-11-16,Chase Freedom Flex,
1676311868064013,Randomly generated expenses for Education,Education,45,2020-11-17,Amex Blue Cash Preferred,
1676311868064041,Randomly generated expenses for Kids,Kids,3,2020-11-18,Capital One Savor,
1676311868064047,Randomly generated expenses for Uncategorized,Uncategorized,4,2020-11-19,Chase Freedom Flex,
1676311868064054,Randomly generated expenses for Home,Home,18,2020-11-20,Amex Blue Cash Preferred,
1676311868064059,Randomly generated expenses for Education,Education,39,2020-11-21,Discover It,
1676311868064066,Randomly generated expenses for Pet,Pet,10,2020-11-22,Discover It,
1676311868064072,Randomly generated expenses for Gift,Gift,43,2020-11-23,Chase Freedom Flex,
1676311868064078,Randomly generated expenses for Shopping,Shopping,49,2020-11-23,Amex Blue Cash Preferred,
1676311868064101,Randomly generated expenses for Utilities,Utilities,32,2020-11-24,Chase Freedom Flex,
1676311868064133,Randomly generated expenses for Kids,Kids,45,2020-11-25,Amex Blue Cash Preferred,
1676311868064142,Randomly generated expenses for Utilities,Utilities,32,2020-11-26,Schwab Investor Card,
1676311868064150,Randomly generated expenses for Taxes,Taxes,6,2020-11-26,Chase Freedom Flex,
1676311868064156,Randomly generated expenses for Food and Dining,Food and Dining,2,2020-11-27,Amex Blue Cash Preferred,
1676311868064162,Randomly generated expenses for Home,Home,13,2020-11-28,Discover It,Cara
1676311868064170,Randomly generated expenses for Business Services,Business Services,47,2020-11-29,Capital One Savor,
1676311868064177,Randomly generated expenses for Shopping,Shopping,41,2020-11-30,Discover It,Ronald
1676311868064183,Randomly generated expenses for Kids,Kids,48,2020-12-01,Discover It,
1676311868064189,Randomly generated expenses for Food and Dining,Food and Dining,10,2020-12-02,Discover It,
1676311868064195,Randomly generated expenses for Shopping,Shopping,1,2020-12-03,Chase Freedom Flex,Ronald
